WOODS
Fuji Speeder NX Blue 60,FK0109,5B2M,Graphite,X,65,3.7,mid,stiff,mid/high,$350.00,98
Fuji Speeder NX Green 60,FK0115,5B2M,Graphite,X,68,3.8,mid,stiff,mid,$350.00,98
GD Tour AD CQ 60,GD0062,5B2M,Graphite,X,66,3.4,low/mid,medium,mid/high,$379.00,Web
GD Tour AD CQ 70,GD0062,5B2M,Graphite,X,74,3.2,low/mid,medium,mid/high,$379.00,100
HZRDUS Smoke Red RDX 60,TT0180,5B2M,Graphite,X(6.5),60,3.5,mid,med/firm,mid,$225.00,104
HZRDUS Smoke Red RDX 70,TT0180,5B2M,Graphite,X(6.5),71,3.5,mid,med/firm,mid,$225.00,104
Mitsubishi C6 Blue 60,MR0097,5B2M,Graphite,X,67,4.3,mid,soft,mid,$150.00,93
Mitsubishi C6 Blue 70,MR0097,5B2M,Graphite,X,73,4.2,mid,soft,mid,$150.00,93
ProLaunch Platinum,TT0132,5B2M,Graphite,X,66,3.3,mid,medium,mid,$59.99,79
Tensei AV Raw Orange 65,MR0092,5B2M,Graphite,X,70,4.3,mid,medium,mid,$150.00,Web
Tensei AV Raw Orange 75,MR0092,5B2M,Graphite,X,78,3.8,mid,medium,mid,$150.00,Web
Tensei CK Blue 60,MR0068,5B2M,Graphite,X,70,4.4,mid,medium,mid,$129.00,94
Tensei CK Blue 70,MR0068,5B2M,Graphite,X,78,3.9,mid,medium,mid,$129.00,94
Tensei 1K Pro Blue 60,MR0104,5B2M,Graphite,X,63,3.9,mid,medium,mid,$350.00,91
UST LIN-Q M40X Blue 60,US0131,5B2M,Graphite,F5-X,67,4.7,mid,med/firm,mid,$325.00,81
UST LIN-Q M40X Blue 70,US0131,5B2M,Graphite,F5-X,76,4.1,mid,med/firm,mid,$325.00,81
UST LIN-Q M40X Red 60,US0132,5B2M,Graphite,F5-X,67,4.9,low/mid,med/firm,mid/high,$325.00,81
UST LIN-Q M40X Red 70,US0132,5B2M,Graphite,F5-X,75,4.1,low/mid,med/firm,mid/high,$325.00,81
Vanquish 50,MR0103,5B2M,Graphite,S,59,4.1,mid,medium,mid/high,$360.00,92
Ventus Red 60,FK0099,5B2M,Graphite,X,68,3.1,low,firm,mid/high,$350.00,97
Ventus Red Velocore+ 60,FK0117,5B2M,Graphite,X,66,3.2,low,firm,mid/high,$350.00,Web
Ventus TR Red 60,FK0114,5B2M,Graphite,X,69.5,3.0,mid,firm,mid/high,$350.00,96
GD Tour AD F (FWY) Series 79,GD0053,5B3M,Graphite,X,79,3.2,low,soft,high,$249.00,Web
Diamana D-Series LE 73,MR0116,5C1H,Graphite,X,72,2.8,high,firm,low,$350.00,Web
Diamana WB Series 73,MR0114,5C1H,Graphite,X,72,2.9,high,firm,low,$360.00,92
Rapport Core White 70,VA0008,5C1H,Graphite,TS,74,2.9,high,stiff,low/mid,$129.99,74
Ventus Black 70,FK0101,5C1H,Graphite,X,78,2.8,high,stiff,low,$350.00,97
Ventus TR Black 60,FK0113,5C1H,Graphite,X,70,2.9,high,stiff,low,$350.00,96
Ventus TR Black 70,FK0113,5C1H,Graphite,X,80,2.7,high,stiff,low,$350.00,96
Ventus Black Velocore+ 70,FK0118,5C1H,Graphite,X,75.5,2.9,high,stiff,low,$350.00,Web
Accra TZ5 Series 75,AC0001,5C1M,Graphite,M5-X,80,3.2,high,firm,low,$200.00,78
Denali Black 70,TT0210,5C1M,Graphite,X(6.5),76,3.2,high,stiff,low,$225.00,102
Diamana D+ 72,MR0035,5C1M,Graphite,X,75,3.1,high,stiff,low,$129.00,94
Diamana WB Series 63,MR0114,5C1M,Graphite,X,63,3.1,high,firm,low,$360.00,92
Diamana D-Series LE 63,MR0116,5C1M,Graphite,X,64,3.1,high,firm,low,$350.00,Web
Fuji Motore X F1 80,FK0107,5C1M,Graphite,X,85,3.3,mid/high,stiff,low/mid,$225.00,98
HZRDUS Black G4 60,TT0190,5C1M,Graphite,X(6.5),60,3.3,high,stiff,low,$225.00,103
HZRDUS Black G4 70,TT0190,5C1M,Graphite,X(6.5),70,3.1,high,stiff,low,$225.00,103
HZRDUS Smoke Blk RDX 60,TT0157,5C1M,Graphite,X(6.5),59,3.5,high,stiff,low,$225.00,104
HZRDUS Smoke Blk RDX 70,TT0157,5C1M,Graphite,X(6.5),69,3.5,high,stiff,low,$225.00,104
Kuro Kage Sil 70 1st Gen,MR0036,5C1M,Graphite,X,68,3.0,mid/high,firm,low/mid,$69.00,94
ProLaunch Red,TT0136,5C1M,Graphite,X,66,3.0,high,firm,low,$59.99,79
Rapport Core Blue 60,VA0001,5C1M,Graphite,TS,68,3.2,high,firm,low/mid,$99.99,75
Rapport Core Blue 70,VA0001,5C1M,Graphite,TS,72,3.0,high,stiff,low,$99.99,75
Rapport Core Blue CB 70,VA0004,5C1M,Graphite,TS,75,3.2,high,stiff,low,$99.99,75
Rapport Core White 60,VA0008,5C1M,Graphite,TS,66,3.1,high,stiff,low/mid,$129.99,74
Tensei 1K Pro Orange 60,MR0101,5C1M,Graphite,X,70,3.0,high,firm,low,$350.00,91
Ventus Black 60,FK0101,5C1M,Graphite,X,65,3.1,high,stiff,low,$350.00 ,97
Ventus Black Velocore+ 50,FK0118,5C1M,Graphite,X,59.5,3.3,high,stiff,low,$350.00,Web
Ventus Black Velocore+ 60,FK0118,5C1M,Graphite,X,66.5,3.0,high,stiff,low,$350.00,Web
Ventus TR Black 50,FK0113,5C1M,Graphite,X,60,3.3,high,stiff,low,$350.00 ,96
KBS Max HL 50,FS0091,5D3S,Graphite,X,55,5.2,low,soft,high,$99.95,Web
Diamana GT Series 70,MR0102,5.5B1H,Graphite,TX,77,2.8,mid/high,stiff,low/mid,$360.00,Web
GD Tour AD HD 70,GD0060,5.5B1H,Graphite,TX,77,2.9,mid,firm,mid,$379.00,Web
Ascent Red 60,AL0086,5.5B1M,Graphite,TX,69,4.7,mid,firm,mid,$250.00,88
Ascent Red 70,AL0086,5.5B1M,Graphite,TX,78,3.6,mid,firm,mid,$250.00,88
Diamana GT Series 60,MR0102,5.5B1M,Graphite,TX,66,3.8,mid/high,stiff,low/mid,$360.00,Web
Diamana TB Series 60,MR0093,5.5B1M,Graphite,TX,68,3.7,mid/high,med/firm,mid,$360.00,Web
Diamana TB Series 70,MR0093,5.5B1M,Graphite,TX,76,3.4,mid/high,firm,mid,$360.00,Web
GD Tour AD HD 60,GD0060,5.5B1M,Graphite,TX,69,3.1,mid,firm,mid,$379.00,Web
GD Tour AD UB 70,GD0061,5.5B1M,Graphite,TX,76,3.0,mid,firm,mid,$379.00,Web
Tensei 1K Pro White 60,MR0095,5.5B1M,Graphite,TX,67,3.8,high,medium,low,$350.00,91
Tensei 1K Pro White 70,MR0095,5.5B1M,Graphite,TX,76,3.2,high,medium,low,$350.00,91
Aldila Synergy Blue 70,AL0087,5.5B2H,Graphite,TX,76,2.9,mid,med/firm,mid,$175.00,89
Diamana BB Series 73,MR0117,5.5B2H,Graphite,TX,72,2.9,mid/high,med/firm,mid,$360.00,Web
Aldila Synergy Blue 60,AL0087,5.5B2M,Graphite,TX,65,3.3,mid,med/firm,mid,$175.00,89
Diamana BB Series 63,MR0117,5.5B2M,Graphite,TX,62,3.2,mid/high,med/firm,mid,$360.00,Web
Tensei 1K Pro Blue 70,MR0104,5.5B2M ,Graphite,TX,74,3.4,mid,medium,mid,$350.00,91
Denali Black 60,TT0210,5.5C1H,Graphite,TX,65,2.5,high,stiff,low,$225.00,102
Denali Black 70,TT0210,5.5C1H,Graphite,TX,74,2.4,high,stiff,low,$225.00,102
Diamana WB Series 73,MR0114,5.5C1H,Graphite,TX,73,2.9,high,firm,low,$360.00,92
KBS TD 70,FS0067,5.5C1H,Graphite,cat5-TX,72,2.9,high,stiff,low,$200.00,110
KBS TD 80,FS0067,5.5C1H,Graphite,cat5-TX,81,2.9,high,stiff,low,$200.00,110
Tensei 1K Pro Orange 70,MR0101,5.5C1H,Graphite,TX,80,2.7,high,firm,low,$350.00,91
Diamana WB Series 63,MR0114,5.5C1M,Graphite,TX,65,3.0,high,firm,low,$360.00,92
KBS TD 60,FS0067,5.5C1M,Graphite,cat5-TX,62,3.0,high,stiff,low,$200.00,110
Tensei AV Raw Orange 65,MR0092,5.5C1M,Graphite,TX,70,3.5,high,firm,mid,$150.00,Web
Tensei AV Raw Orange 75,MR0092,5.5C1M,Graphite,TX,78,3.0,high,firm,mid,$150.00,Web
