HYBRIDS
KBS PGH Graphite Hy 95,FS0085,4.5B1H,Graphite,S+,95,2.7,mid/high,firm,low/mid,$135.00 ,112
KBS Graphite Tour Hy 95,FS0048,4.5B2H,Graphite,S+,95,2.7,mid/high,firm,mid,$149.95 ,Web
KBS Graphite Tour Hy 85,FS0048,4.5B2M,Graphite,S+,85,3.0,mid/high,firm,mid,$149.95 ,Web
Aldila NV Hy ,AL0089,5B1H,Graphite,X,85,2.6,mid/high,med/firm,low/mid,$40.00 ,87
GD Tour AD DI 85 Hy,GD0046,5B1H,Graphite,X,88,2.4,mid,firm,mid,$219.00 ,101
GD Tour AD DI 95 Hy,GD0046,5B1H,Graphite,X,98,2.4,mid,firm,mid,$219.00 ,101
GD Tour AD Driving Iron #3 95,GD0057,5B1H,Graphite,X,99,2.2,mid,firm,mid,$109.00 ,101
GD Tour AD IZ 88 Hy,GD0058,5B1H,Graphite,X,88,2.4,mid/high,stiff,low/mid,$219.00 ,101
GD Tour AD VF 85 Hy,GD0064,5B1H,Graphite,X,87.5,2.5,mid/high,stiff,low/mid,$219.00 ,Web
GD Tour AD VF 95 Hy,GD0064,5B1H,Graphite,X,97,2.5,mid/high,stiff,low/mid,$219.00 ,Web
Rogue Black 85 Hy .370,AL0096,5B1H,Graphite,TX-X,89,2.4,mid,firm,low/mid,$60.00 ,88
Ventus HB Blue .370,FK0105,5B1H,Graphite,X,86,2.2,mid,stiff,mid,$200.00 ,97
Kuro Kage Blk 80 Hy 2nd Gen,MR0045,5B1M,Graphite,X,85,3.2,mid/high,firm,mid,$34.99 ,95
Rapport Core Blue Hy 80,VA0006,5B1M,Graphite,TS,85,3.4,mid/high,firm,low/mid,$39.99 ,75
Tensei 1K Pro Hy 80,MR0105,5B1M,Graphite,X,84,3.0,high,medium,mid,$175.00 ,91
HZRDUS Smoke Red RDX Hy 80,TT0204,5B2H,Graphite,S(6.0),80,2.2,mid,med/firm,mid,$75.00 ,104
KBS Graphite Tour Hy 95,FS0048,5B2H,Graphite,X,95,2.7,mid/high,firm,mid,$149.95 ,Web
Recoil Dart 95 Hy .370,US0137,5B2H,Graphite,F5-X,91,2.9,low/mid,medium,mid/high,$65.00 ,83
KBS Graphite Tour Hy 85,FS0048,5B2M,Graphite,X,85,3.0,mid/high,firm,mid,$149.95 ,Web
KBS MAX HL Hy 80,FS0090,5B2M,Graphite,X,80,3.0,low/mid,medium,high,$74.95 ,111
ProForce V2 Hybrid .370,US0140,5B2M,Graphite,F5-X,90,3.2,mid,medium,mid/high,$40.00 ,82
HZRDUS Black G4 Hy 80,TT0192,5C1H,Graphite,X(6.5),81,2.1,high,stiff,low,$85.00 ,103
KBS PGH Graphite Hy 105,FS0085,5C1H,Graphite,X,105,2.5,high,stiff,low,$135.00 ,112
